date,week,rank,player_name,association,points
2024/1/2,1,1,SUN Yingsha,CHN,8550
2024/1/2,1,2,WANG Yidi,CHN,4505
2024/1/2,1,3,WANG Manyu,CHN,4137
2024/1/2,1,4,CHEN Meng,CHN,3995
2024/1/2,1,5,Hina HAYATA,JPN,2950
2024/1/2,1,6,CHEN Xingtong,CHN,2805
2024/1/2,1,7,QIAN Tianyi,CHN,2385
2024/1/2,1,8,Ying HAN,GER,2030
2024/1/2,1,9,SHIN Yubin,KOR,1880
2024/1/2,1,10,Mima ITO,JPN,1755
2024/1/2,1,11,Adriana DIAZ,PUR,1600
2024/1/2,1,12,Bernadette SZOCS,ROU,1565
2024/1/2,1,13,ZHANG Rui,CHN,1440
2024/1/2,1,14,Xiaoxin YANG,MON,1380
2024/1/2,1,15,Miwa HARIMOTO,JPN,1365
2024/1/2,1,16,JOO Cheonhui,KOR,1325
2024/1/2,1,17,Miu HIRANO,JPN,1173
2024/1/2,1,18,CHENG I-Ching,TPE,1165
2024/1/2,1,19,KUAI Man,CHN,1150
2024/1/2,1,20,FAN Siqi,CHN,1080
2024/1/2,1,21,Nina MITTELHAM,GER,985
2024/1/2,1,22,Sofia POLCANOVA,AUT,955
2024/1/2,1,23,Bruna TAKAHASHI,BRA,880
2024/1/2,1,24,Miyuu KIHARA,JPN,880
2024/1/2,1,25,Miyu NAGASAKI,JPN,765
2024/1/2,1,26,Jia Nan YUAN,FRA,710
2024/1/2,1,27,Yangzi LIU,AUS,705
2024/1/2,1,28,Dina MESHREF,EGY,680
2024/1/2,1,29,Hana GODA,EGY,680
2024/1/2,1,30,Elizabeta SAMARA,ROU,670
2024/1/2,1,31,Linda BERGSTROM,SWE,663
2024/1/2,1,32,HE Zhuojia,CHN,634
2024/1/2,1,33,Xiaona SHAN,GER,613
2024/1/2,1,34,LIU Weishan,CHN,590
2024/1/2,1,35,Manika BATRA,IND,590
2024/1/2,1,36,JEON Jihee,KOR,587
2024/1/2,1,37,DOO Hoi Kem,HKG,535
2024/1/2,1,38,Amy WANG,USA,534
2024/1/2,1,39,Prithika PAVADE,FRA,530
2024/1/2,1,40,CHEN Yi,CHN,505
2024/1/2,1,41,SHI Xunyao,CHN,495
2024/1/2,1,42,Suthasini SAWETTABUT,THA,470
2024/1/2,1,43,LI Yake,CHN,467
2024/1/2,1,44,LEE Zion,KOR,458
2024/1/2,1,45,Lily ZHANG,USA,438
2024/1/2,1,46,Xia Lian NI,LUX,435
2024/1/2,1,47,Sakura MORI,JPN,421
2024/1/2,1,48,ZHU Chengzhu,HKG,420
2024/1/2,1,49,CHIEN Tung-Chuan,TPE,418
2024/1/2,1,50,Minhyung JEE,AUS,403
2024/1/9,2,1,SUN Yingsha,CHN,8550
2024/1/9,2,2,WANG Yidi,CHN,4505
2024/1/9,2,3,WANG Manyu,CHN,4137
2024/1/9,2,4,CHEN Meng,CHN,3995
2024/1/9,2,5,Hina HAYATA,JPN,2950
2024/1/9,2,6,CHEN Xingtong,CHN,2805
2024/1/9,2,7,QIAN Tianyi,CHN,2385
2024/1/9,2,8,Ying HAN,GER,2030
2024/1/9,2,9,SHIN Yubin,KOR,1880
2024/1/9,2,10,Mima ITO,JPN,1755
2024/1/9,2,11,Adriana DIAZ,PUR,1600
2024/1/9,2,12,Bernadette SZOCS,ROU,1565
2024/1/9,2,13,ZHANG Rui,CHN,1440
2024/1/9,2,14,Xiaoxin YANG,MON,1380
2024/1/9,2,15,Miwa HARIMOTO,JPN,1365
2024/1/9,2,16,JOO Cheonhui,KOR,1325
2024/1/9,2,17,Miu HIRANO,JPN,1173
2024/1/9,2,18,CHENG I-Ching,TPE,1165
2024/1/9,2,19,KUAI Man,CHN,1150
2024/1/9,2,20,FAN Siqi,CHN,1080
2024/1/9,2,21,Nina MITTELHAM,GER,985
2024/1/9,2,22,Sofia POLCANOVA,AUT,955
2024/1/9,2,23,Bruna TAKAHASHI,BRA,880
2024/1/9,2,24,Miyuu KIHARA,JPN,880
2024/1/9,2,25,Miyu NAGASAKI,JPN,765
2024/1/9,2,26,Jia Nan YUAN,FRA,710
2024/1/9,2,27,Yangzi LIU,AUS,705
2024/1/9,2,28,Dina MESHREF,EGY,680
2024/1/9,2,29,Hana GODA,EGY,680
2024/1/9,2,30,Elizabeta SAMARA,ROU,670
2024/1/9,2,31,Linda BERGSTROM,SWE,663
2024/1/9,2,32,HE Zhuojia,CHN,634
2024/1/9,2,33,Xiaona SHAN,GER,613
2024/1/9,2,34,LIU Weishan,CHN,590
2024/1/9,2,35,Manika BATRA,IND,590
2024/1/9,2,36,JEON Jihee,KOR,587
2024/1/9,2,37,DOO Hoi Kem,HKG,535
2024/1/9,2,38,Amy WANG,USA,534
2024/1/9,2,39,Prithika PAVADE,FRA,530
2024/1/9,2,40,CHEN Yi,CHN,505
2024/1/9,2,41,SHI Xunyao,CHN,495
2024/1/9,2,42,Suthasini SAWETTABUT,THA,470
2024/1/9,2,43,LI Yake,CHN,467
2024/1/9,2,44,LEE Zion,KOR,458
2024/1/9,2,45,Lily ZHANG,USA,438
2024/1/9,2,46,Xia Lian NI,LUX,435
2024/1/9,2,47,Sakura MORI,JPN,421
2024/1/9,2,48,ZHU Chengzhu,HKG,420
2024/1/9,2,49,CHIEN Tung-Chuan,TPE,418
2024/1/9,2,50,Minhyung JEE,AUS,403
2024/1/16,3,1,SUN Yingsha,CHN,8800
2024/1/16,3,2,WANG Yidi,CHN,4505
2024/1/16,3,3,CHEN Meng,CHN,4325
2024/1/16,3,4,WANG Manyu,CHN,4137
2024/1/16,3,5,Hina HAYATA,JPN,2950
2024/1/16,3,6,CHEN Xingtong,CHN,2840
2024/1/16,3,7,QIAN Tianyi,CHN,2195
2024/1/16,3,8,Ying HAN,GER,2030
2024/1/16,3,9,SHIN Yubin,KOR,1880
2024/1/16,3,10,Mima ITO,JPN,1755
2024/1/16,3,11,Adriana DIAZ,PUR,1600
2024/1/16,3,12,Bernadette SZOCS,ROU,1565
2024/1/16,3,13,ZHANG Rui,CHN,1405
2024/1/16,3,14,Xiaoxin YANG,MON,1380
2024/1/16,3,15,Miwa HARIMOTO,JPN,1365
2024/1/16,3,16,JOO Cheonhui,KOR,1330
2024/1/16,3,17,Miu HIRANO,JPN,1173
2024/1/16,3,18,CHENG I-Ching,TPE,1165
2024/1/16,3,19,KUAI Man,CHN,1150
2024/1/16,3,20,Sofia POLCANOVA,AUT,965
2024/1/16,3,21,Nina MITTELHAM,GER,930
2024/1/16,3,22,Bruna TAKAHASHI,BRA,880
2024/1/16,3,23,Miyuu KIHARA,JPN,880
2024/1/16,3,24,FAN Siqi,CHN,800
2024/1/16,3,25,Miyu NAGASAKI,JPN,765
2024/1/16,3,26,Yangzi LIU,AUS,715
2024/1/16,3,27,Jia Nan YUAN,FRA,710
2024/1/16,3,28,Linda BERGSTROM,SWE,693
2024/1/16,3,29,Hana GODA,EGY,680
2024/1/16,3,30,Elizabeta SAMARA,ROU,670
2024/1/16,3,31,Dina MESHREF,EGY,635
2024/1/16,3,32,HE Zhuojia,CHN,634
2024/1/16,3,33,JEON Jihee,KOR,597
2024/1/16,3,34,Manika BATRA,IND,590
2024/1/16,3,35,Xiaona SHAN,GER,568
2024/1/16,3,36,DOO Hoi Kem,HKG,535
2024/1/16,3,37,Amy WANG,USA,534
2024/1/16,3,38,Prithika PAVADE,FRA,530
2024/1/16,3,39,LIU Weishan,CHN,524
2024/1/16,3,40,SHI Xunyao,CHN,495
2024/1/16,3,41,CHEN Yi,CHN,485
2024/1/16,3,42,Xia Lian NI,LUX,475
2024/1/16,3,43,Suthasini SAWETTABUT,THA,470
2024/1/16,3,44,LI Yake,CHN,467
2024/1/16,3,45,LEE Zion,KOR,458
2024/1/16,3,46,Lily ZHANG,USA,438
2024/1/16,3,47,Sakura MORI,JPN,421
2024/1/16,3,48,ZHU Chengzhu,HKG,420
2024/1/16,3,49,CHEN Szu-Yu,TPE,418
2024/1/16,3,50,Adina DIACONU,ROU,414
2024/1/23,4,1,SUN Yingsha,CHN,8800
2024/1/23,4,2,WANG Yidi,CHN,4505
2024/1/23,4,3,CHEN Meng,CHN,4325
2024/1/23,4,4,WANG Manyu,CHN,4137
2024/1/23,4,5,Hina HAYATA,JPN,2950
2024/1/23,4,6,CHEN Xingtong,CHN,2840
2024/1/23,4,7,QIAN Tianyi,CHN,2129
2024/1/23,4,8,SHIN Yubin,KOR,2060
2024/1/23,4,9,Ying HAN,GER,2030
2024/1/23,4,10,Mima ITO,JPN,1755
2024/1/23,4,11,Adriana DIAZ,PUR,1600
2024/1/23,4,12,Bernadette SZOCS,ROU,1565
2024/1/23,4,13,Xiaoxin YANG,MON,1380
2024/1/23,4,14,Miwa HARIMOTO,JPN,1365
2024/1/23,4,15,JOO Cheonhui,KOR,1330
2024/1/23,4,16,Miu HIRANO,JPN,1173
2024/1/23,4,17,KUAI Man,CHN,1150
2024/1/23,4,18,CHENG I-Ching,TPE,1150
2024/1/23,4,19,ZHANG Rui,CHN,1125
2024/1/23,4,20,Jia Nan YUAN,FRA,1120
2024/1/23,4,21,Bruna TAKAHASHI,BRA,1030
2024/1/23,4,22,Sofia POLCANOVA,AUT,965
2024/1/23,4,23,JEON Jihee,KOR,942
2024/1/23,4,24,Nina MITTELHAM,GER,930
2024/1/23,4,25,Miyuu KIHARA,JPN,880
2024/1/23,4,26,Miyu NAGASAKI,JPN,765
2024/1/23,4,27,Dina MESHREF,EGY,760
2024/1/23,4,28,Yangzi LIU,AUS,715
2024/1/23,4,29,Linda BERGSTROM,SWE,693
2024/1/23,4,30,Hana GODA,EGY,685
2024/1/23,4,31,Elizabeta SAMARA,ROU,660
2024/1/23,4,32,HE Zhuojia,CHN,619
2024/1/23,4,33,Prithika PAVADE,FRA,575
2024/1/23,4,34,Xiaona SHAN,GER,568
2024/1/23,4,35,Amy WANG,USA,559
2024/1/23,4,36,DOO Hoi Kem,HKG,555
2024/1/23,4,37,Lily ZHANG,USA,520
2024/1/23,4,38,Manika BATRA,IND,520
2024/1/23,4,39,Orawan PARANANG,THA,515
2024/1/23,4,40,SHI Xunyao,CHN,495
2024/1/23,4,41,Suthasini SAWETTABUT,THA,490
2024/1/23,4,42,Xia Lian NI,LUX,475
2024/1/23,4,43,CHEN Szu-Yu,TPE,468
2024/1/23,4,44,LI Yake,CHN,467
2024/1/23,4,45,LEE Zion,KOR,458
2024/1/23,4,46,KIM Nayeong,KOR,434
2024/1/23,4,47,Sakura MORI,JPN,421
2024/1/23,4,48,ZHU Chengzhu,HKG,420
2024/1/23,4,49,Minhyung JEE,AUS,403
2024/1/23,4,50,Adina DIACONU,ROU,403
2024/1/30,5,1,SUN Yingsha,CHN,8800
2024/1/30,5,2,WANG Yidi,CHN,4505
2024/1/30,5,3,CHEN Meng,CHN,4325
2024/1/30,5,4,WANG Manyu,CHN,4137
2024/1/30,5,5,Hina HAYATA,JPN,2950
2024/1/30,5,6,CHEN Xingtong,CHN,2840
2024/1/30,5,7,QIAN Tianyi,CHN,2103
2024/1/30,5,8,SHIN Yubin,KOR,2095
2024/1/30,5,9,Ying HAN,GER,2030
2024/1/30,5,10,Mima ITO,JPN,1755
2024/1/30,5,11,CHENG I-Ching,TPE,1695
2024/1/30,5,12,Adriana DIAZ,PUR,1600
2024/1/30,5,13,Bernadette SZOCS,ROU,1565
2024/1/30,5,14,Xiaoxin YANG,MON,1500
2024/1/30,5,15,JOO Cheonhui,KOR,1380
2024/1/30,5,16,Miwa HARIMOTO,JPN,1365
2024/1/30,5,17,Nina MITTELHAM,GER,1335
2024/1/30,5,18,Miu HIRANO,JPN,1173
2024/1/30,5,19,Jia Nan YUAN,FRA,1120
2024/1/30,5,20,KUAI Man,CHN,1100
2024/1/30,5,21,ZHANG Rui,CHN,1070
2024/1/30,5,22,Bruna TAKAHASHI,BRA,1030
2024/1/30,5,23,JEON Jihee,KOR,992
2024/1/30,5,24,Sofia POLCANOVA,AUT,965
2024/1/30,5,25,Miyuu KIHARA,JPN,880
2024/1/30,5,26,Miyu NAGASAKI,JPN,765
2024/1/30,5,27,Dina MESHREF,EGY,760
2024/1/30,5,28,Yangzi LIU,AUS,715
2024/1/30,5,29,Linda BERGSTROM,SWE,693
2024/1/30,5,30,Hana GODA,EGY,685
2024/1/30,5,31,Elizabeta SAMARA,ROU,660
2024/1/30,5,32,Prithika PAVADE,FRA,585
2024/1/30,5,33,DOO Hoi Kem,HKG,580
2024/1/30,5,34,Xiaona SHAN,GER,568
2024/1/30,5,35,Amy WANG,USA,559
2024/1/30,5,36,Manika BATRA,IND,540
2024/1/30,5,37,Lily ZHANG,USA,520
2024/1/30,5,38,Orawan PARANANG,THA,520
2024/1/30,5,39,KIM Nayeong,KOR,520
2024/1/30,5,40,Suthasini SAWETTABUT,THA,490
2024/1/30,5,41,Xia Lian NI,LUX,475
2024/1/30,5,42,HE Zhuojia,CHN,469
2024/1/30,5,43,CHEN Szu-Yu,TPE,468
2024/1/30,5,44,LI Yake,CHN,467
2024/1/30,5,45,SHI Xunyao,CHN,465
2024/1/30,5,46,LEE Zion,KOR,458
2024/1/30,5,47,Adina DIACONU,ROU,450
2024/1/30,5,48,Sakura MORI,JPN,421
2024/1/30,5,49,ZHU Chengzhu,HKG,420
2024/1/30,5,50,Minhyung JEE,AUS,403
2024/2/6,6,1,SUN Yingsha,CHN,8800
2024/2/6,6,2,WANG Yidi,CHN,4505
2024/2/6,6,3,CHEN Meng,CHN,4325
2024/2/6,6,4,WANG Manyu,CHN,4137
2024/2/6,6,5,Hina HAYATA,JPN,2950
2024/2/6,6,6,CHEN Xingtong,CHN,2840
2024/2/6,6,7,QIAN Tianyi,CHN,2103
2024/2/6,6,8,SHIN Yubin,KOR,2095
2024/2/6,6,9,Ying HAN,GER,2030
2024/2/6,6,10,Mima ITO,JPN,1755
2024/2/6,6,11,CHENG I-Ching,TPE,1695
2024/2/6,6,12,Adriana DIAZ,PUR,1600
2024/2/6,6,13,Bernadette SZOCS,ROU,1565
2024/2/6,6,14,Xiaoxin YANG,MON,1500
2024/2/6,6,15,JOO Cheonhui,KOR,1380
2024/2/6,6,16,Miwa HARIMOTO,JPN,1365
2024/2/6,6,17,Nina MITTELHAM,GER,1335
2024/2/6,6,18,Miu HIRANO,JPN,1173
2024/2/6,6,19,Jia Nan YUAN,FRA,1120
2024/2/6,6,20,ZHANG Rui,CHN,1070
2024/2/6,6,21,Bruna TAKAHASHI,BRA,1030
2024/2/6,6,22,JEON Jihee,KOR,992
2024/2/6,6,23,Sofia POLCANOVA,AUT,965
2024/2/6,6,24,KUAI Man,CHN,955
2024/2/6,6,25,Miyuu KIHARA,JPN,880
2024/2/6,6,26,Miyu NAGASAKI,JPN,765
2024/2/6,6,27,Dina MESHREF,EGY,760
2024/2/6,6,28,Yangzi LIU,AUS,715
2024/2/6,6,29,Linda BERGSTROM,SWE,693
2024/2/6,6,30,Hana GODA,EGY,685
2024/2/6,6,31,Elizabeta SAMARA,ROU,660
2024/2/6,6,32,Lily ZHANG,USA,635
2024/2/6,6,33,Prithika PAVADE,FRA,585
2024/2/6,6,34,DOO Hoi Kem,HKG,580
2024/2/6,6,35,Xiaona SHAN,GER,568
2024/2/6,6,36,Amy WANG,USA,559
2024/2/6,6,37,Manika BATRA,IND,540
2024/2/6,6,38,Orawan PARANANG,THA,520
2024/2/6,6,39,KIM Nayeong,KOR,520
2024/2/6,6,40,Suthasini SAWETTABUT,THA,490
2024/2/6,6,41,Xia Lian NI,LUX,475
2024/2/6,6,42,HE Zhuojia,CHN,469
2024/2/6,6,43,CHEN Szu-Yu,TPE,468
2024/2/6,6,44,LI Yake,CHN,467
2024/2/6,6,45,SHI Xunyao,CHN,465
2024/2/6,6,46,LEE Zion,KOR,458
2024/2/6,6,47,Adina DIACONU,ROU,450
2024/2/6,6,48,Sakura MORI,JPN,421
2024/2/6,6,49,Minhyung JEE,AUS,403
2024/2/6,6,50,Sreeja AKULA,IND,402
2024/2/13,7,1,SUN Yingsha,CHN,8800
2024/2/13,7,2,WANG Yidi,CHN,4505
2024/2/13,7,3,CHEN Meng,CHN,4325
2024/2/13,7,4,WANG Manyu,CHN,4137
2024/2/13,7,5,Hina HAYATA,JPN,2950
2024/2/13,7,6,CHEN Xingtong,CHN,2840
2024/2/13,7,7,QIAN Tianyi,CHN,2103
2024/2/13,7,8,SHIN Yubin,KOR,2095
2024/2/13,7,9,Ying HAN,GER,2030
2024/2/13,7,10,CHENG I-Ching,TPE,1695
2024/2/13,7,11,Adriana DIAZ,PUR,1600
2024/2/13,7,12,Bernadette SZOCS,ROU,1565
2024/2/13,7,13,Xiaoxin YANG,MON,1450
2024/2/13,7,14,Mima ITO,JPN,1445
2024/2/13,7,15,JOO Cheonhui,KOR,1380
2024/2/13,7,16,Miwa HARIMOTO,JPN,1365
2024/2/13,7,17,Nina MITTELHAM,GER,1335
2024/2/13,7,18,Miu HIRANO,JPN,1173
2024/2/13,7,19,ZHANG Rui,CHN,1070
2024/2/13,7,20,Jia Nan YUAN,FRA,1065
2024/2/13,7,21,JEON Jihee,KOR,992
2024/2/13,7,22,Bruna TAKAHASHI,BRA,975
2024/2/13,7,23,KUAI Man,CHN,955
2024/2/13,7,24,Miyuu KIHARA,JPN,880
2024/2/13,7,25,Sofia POLCANOVA,AUT,840
2024/2/13,7,26,Miyu NAGASAKI,JPN,765
2024/2/13,7,27,Dina MESHREF,EGY,760
2024/2/13,7,28,Yangzi LIU,AUS,715
2024/2/13,7,29,Linda BERGSTROM,SWE,693
2024/2/13,7,30,Hana GODA,EGY,685
2024/2/13,7,31,Elizabeta SAMARA,ROU,650
2024/2/13,7,32,Lily ZHANG,USA,635
2024/2/13,7,33,Prithika PAVADE,FRA,585
2024/2/13,7,34,Xiaona SHAN,GER,568
2024/2/13,7,35,Amy WANG,USA,559
2024/2/13,7,36,Manika BATRA,IND,540
2024/2/13,7,37,Orawan PARANANG,THA,520
2024/2/13,7,38,KIM Nayeong,KOR,520
2024/2/13,7,39,Suthasini SAWETTABUT,THA,490
2024/2/13,7,40,HE Zhuojia,CHN,469
2024/2/13,7,41,CHEN Szu-Yu,TPE,468
2024/2/13,7,42,LI Yake,CHN,467
2024/2/13,7,43,SHI Xunyao,CHN,465
2024/2/13,7,44,LEE Zion,KOR,458
2024/2/13,7,45,Sakura MORI,JPN,421
2024/2/13,7,46,Xia Lian NI,LUX,420
2024/2/13,7,47,Adina DIACONU,ROU,408
2024/2/13,7,48,Minhyung JEE,AUS,399
2024/2/13,7,49,Sreeja AKULA,IND,398
2024/2/13,7,50,SUH Hyo Won,KOR,390
2024/2/20,8,1,SUN Yingsha,CHN,8800
2024/2/20,8,2,WANG Yidi,CHN,4505
2024/2/20,8,3,CHEN Meng,CHN,4325
2024/2/20,8,4,WANG Manyu,CHN,4137
2024/2/20,8,5,Hina HAYATA,JPN,2950
2024/2/20,8,6,CHEN Xingtong,CHN,2840
2024/2/20,8,7,QIAN Tianyi,CHN,2103
2024/2/20,8,8,SHIN Yubin,KOR,2095
2024/2/20,8,9,Ying HAN,GER,2030
2024/2/20,8,10,CHENG I-Ching,TPE,1695
2024/2/20,8,11,Adriana DIAZ,PUR,1600
2024/2/20,8,12,Bernadette SZOCS,ROU,1565
2024/2/20,8,13,Xiaoxin YANG,MON,1450
2024/2/20,8,14,Mima ITO,JPN,1445
2024/2/20,8,15,JOO Cheonhui,KOR,1380
2024/2/20,8,16,Miwa HARIMOTO,JPN,1365
2024/2/20,8,17,Nina MITTELHAM,GER,1335
2024/2/20,8,18,Miu HIRANO,JPN,1173
2024/2/20,8,19,ZHANG Rui,CHN,1070
2024/2/20,8,20,Jia Nan YUAN,FRA,1065
2024/2/20,8,21,JEON Jihee,KOR,992
2024/2/20,8,22,Bruna TAKAHASHI,BRA,975
2024/2/20,8,23,KUAI Man,CHN,955
2024/2/20,8,24,Miyuu KIHARA,JPN,880
2024/2/20,8,25,Sofia POLCANOVA,AUT,840
2024/2/20,8,26,Miyu NAGASAKI,JPN,765
2024/2/20,8,27,Dina MESHREF,EGY,760
2024/2/20,8,28,Yangzi LIU,AUS,715
2024/2/20,8,29,Linda BERGSTROM,SWE,693
2024/2/20,8,30,Hana GODA,EGY,685
2024/2/20,8,31,Elizabeta SAMARA,ROU,650
2024/2/20,8,32,Lily ZHANG,USA,635
2024/2/20,8,33,Prithika PAVADE,FRA,585
2024/2/20,8,34,Xiaona SHAN,GER,568
2024/2/20,8,35,Amy WANG,USA,559
2024/2/20,8,36,Manika BATRA,IND,540
2024/2/20,8,37,Orawan PARANANG,THA,520
2024/2/20,8,38,KIM Nayeong,KOR,520
2024/2/20,8,39,Suthasini SAWETTABUT,THA,490
2024/2/20,8,40,HE Zhuojia,CHN,469
2024/2/20,8,41,CHEN Szu-Yu,TPE,468
2024/2/20,8,42,LI Yake,CHN,467
2024/2/20,8,43,SHI Xunyao,CHN,465
2024/2/20,8,44,LEE Zion,KOR,458
2024/2/20,8,45,Sakura MORI,JPN,421
2024/2/20,8,46,Xia Lian NI,LUX,420
2024/2/20,8,47,Adina DIACONU,ROU,408
2024/2/20,8,48,Minhyung JEE,AUS,399
2024/2/20,8,49,Sreeja AKULA,IND,398
2024/2/20,8,50,SUH Hyo Won,KOR,390
2024/2/27,9,1,SUN Yingsha,CHN,8800
2024/2/27,9,2,CHEN Meng,CHN,4527
2024/2/27,9,3,WANG Yidi,CHN,4505
2024/2/27,9,4,WANG Manyu,CHN,4137
2024/2/27,9,5,Hina HAYATA,JPN,3018
2024/2/27,9,6,CHEN Xingtong,CHN,2840
2024/2/27,9,7,QIAN Tianyi,CHN,2103
2024/2/27,9,8,SHIN Yubin,KOR,2095
2024/2/27,9,9,CHENG I-Ching,TPE,1722
2024/2/27,9,10,Ying HAN,GER,1620
2024/2/27,9,11,Adriana DIAZ,PUR,1600
2024/2/27,9,12,Bernadette SZOCS,ROU,1565
2024/2/27,9,13,Xiaoxin YANG,MON,1450
2024/2/27,9,14,Mima ITO,JPN,1445
2024/2/27,9,15,Miwa HARIMOTO,JPN,1382
2024/2/27,9,16,JOO Cheonhui,KOR,1380
2024/2/27,9,17,Miu HIRANO,JPN,1373
2024/2/27,9,18,Nina MITTELHAM,GER,1347
2024/2/27,9,19,Jia Nan YUAN,FRA,1190
2024/2/27,9,20,ZHANG Rui,CHN,1070
2024/2/27,9,21,Bruna TAKAHASHI,BRA,1002
2024/2/27,9,22,JEON Jihee,KOR,992
2024/2/27,9,23,KUAI Man,CHN,955
2024/2/27,9,24,Miyuu KIHARA,JPN,880
2024/2/27,9,25,Sofia POLCANOVA,AUT,854
2024/2/27,9,26,Dina MESHREF,EGY,790
2024/2/27,9,27,Miyu NAGASAKI,JPN,765
2024/2/27,9,28,Yangzi LIU,AUS,715
2024/2/27,9,29,Linda BERGSTROM,SWE,693
2024/2/27,9,30,Hana GODA,EGY,688
2024/2/27,9,31,Elizabeta SAMARA,ROU,660
2024/2/27,9,32,Prithika PAVADE,FRA,647
2024/2/27,9,33,Lily ZHANG,USA,635
2024/2/27,9,34,Amy WANG,USA,559
2024/2/27,9,35,Xiaona SHAN,GER,554
2024/2/27,9,36,Manika BATRA,IND,541
2024/2/27,9,37,Orawan PARANANG,THA,520
2024/2/27,9,38,KIM Nayeong,KOR,520
2024/2/27,9,39,Suthasini SAWETTABUT,THA,486
2024/2/27,9,40,LEE Zion,KOR,481
2024/2/27,9,41,HE Zhuojia,CHN,469
2024/2/27,9,42,CHEN Szu-Yu,TPE,468
2024/2/27,9,43,LI Yake,CHN,467
2024/2/27,9,44,SHI Xunyao,CHN,465
2024/2/27,9,45,DOO Hoi Kem,HKG,456
2024/2/27,9,46,Adina DIACONU,ROU,447
